Utility ID,Generator ID
1,1
1,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,85
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
Many,96
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,9
Many,1
Many,1
Many,1
Many,1
Many,1
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
2,N71
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
Many,CS1
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
3,CS3
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
4,CS4
Many,1
Many,1
Many,1
Many,1
Many,1
Many,1
Many,1
Many,1
